originator,OML.aic,GML.aic,Competitive Suppression.aic,Direct Suppression.aic,Generalized Competitive Suppression.aic,Generalized Direct Suppression.aic,ROE Competitive Suppression.aic,ROE Direct Suppression.aic
Generalized Direct Suppression,308.421149332796,163.110172240045,343.838640841983,351.620657013843,300.734921444416,141.834584878249,315.409909690823,334.049898706604
ROE Competitive Suppression,301.767731415219,312.492710754284,320.586985165592,335.546504584388,337.243068736476,331.222326822609,288.31151861676,325.530707900447
ROE Direct Suppression,305.190114862132,328.101927570079,383.571928907164,330.509572711279,420.759660579898,327.369664779462,322.862820297922,326.270625994355
OML,299.839342114892,329.396765989441,370.860329974492,328.117006646977,403.6380246264,338.636267889133,311.068640169275,315.595041527345
GML,324.767033692095,181.787691926913,350.799928629966,367.034043972884,298.520188214007,196.763222927828,323.530758277599,349.729950892994
Competitive Suppression,390.236358079362,408.543719007335,323.020322218057,426.225677013204,355.599686690136,421.525534963217,337.671228876101,409.025467207749
Direct Suppression,322.346469689474,336.262603506215,410.133522958257,311.355318627294,438.56673308735,332.260256851049,345.993968177581,320.909849900619
Generalized Competitive Suppression,410.719765467986,331.227134599307,344.699251467445,444.267105572754,286.457159915651,334.292986412928,366.093039662629,434.581713935497
Generalized Direct Suppression,320.138552550476,183.094695544201,338.527742177688,358.922791058812,301.119715883597,126.23856580097,318.361244028551,340.832584002204
ROE Competitive Suppression,292.075236598029,276.941043969212,320.927923811327,337.149099990856,334.568571319952,307.067871781491,265.986093169258,304.564181413133
ROE Direct Suppression,336.104726067435,343.456665025077,408.611143802803,348.292159170597,431.425372696912,343.883817042842,352.822993157024,346.690333040287
OML,310.49706159107,329.794633331538,399.005263078972,334.55504632335,433.194094435093,341.773107477857,336.018792645847,328.408126929702
GML,296.747255014004,95.5311169671186,316.662097801939,346.715407286587,255.989922226902,132.850175343535,284.844002026891,321.404052433108
Competitive Suppression,398.545128551797,411.242182587779,346.128708878675,433.935719291561,365.951413993796,424.952449951758,364.115019583502,423.724986757882
Direct Suppression,329.365118344701,357.676178348268,429.366301058429,315.543252302231,463.396483211547,331.756082660697,355.700124114021,336.040488507843
Generalized Competitive Suppression,382.630586462354,276.941411471903,318.527577889921,423.46670327904,214.833952254409,295.248887888387,330.248127959326,405.789388883977
Generalized Direct Suppression,304.753778335483,163.473156336303,328.265489237234,356.342066019879,288.260736970536,172.708546110684,297.767856365856,329.19598200308
ROE Competitive Suppression,327.779463670263,339.955584716201,329.939760403368,369.431402595348,350.465466764237,357.454041363059,306.810219211203,350.709071044945
ROE Direct Suppression,283.240155301241,319.057447677071,374.414636156852,325.856126353195,405.843127808808,339.560048844242,302.455308212444,307.120363224641
OML,298.440403780643,329.644814797679,391.802024152396,322.387303756981,423.062290435494,335.868140748294,319.983957245731,313.526817930677
GML,315.093722094676,166.648451019844,350.155576448835,359.603778599487,286.549476023149,184.182386803361,312.489450519027,340.993789821227
Competitive Suppression,385.86424748068,388.727683057708,316.748567297144,424.150515369541,339.718443106135,404.152110856013,332.035337888201,407.863192620259
Direct Suppression,374.998553544804,393.619094456006,444.930598524742,345.560002777393,472.854574165394,380.62484560501,397.720900803212,353.425946714087
Generalized Competitive Suppression,393.750002406875,327.909982128472,311.540453351181,433.1882196208,242.215222852437,346.860718414211,327.253809105448,419.297160403961
Generalized Direct Suppression,302.912496171468,153.532328007506,331.985808220964,348.998440731049,283.442741563349,138.174275034596,298.529073586184,323.510857021188
ROE Competitive Suppression,304.698049082881,325.39214237134,313.252561910487,350.167171905882,339.851106013868,346.917954089163,265.754349242631,325.158818808956
ROE Direct Suppression,327.209604374995,358.050413341523,395.92609123035,342.192577579888,423.53366242718,360.851232297095,340.275654497331,327.041227745788
OML,293.463469729483,325.321634461439,372.819925261901,320.402754230539,405.638844586342,340.32253538204,316.293871575177,312.517250032697
GML,308.572396125443,166.841404975754,337.475048773506,351.057740864462,287.930976062787,184.716878246255,296.234624076964,334.617926077497
Competitive Suppression,373.400698417921,378.205051836796,304.997613457802,416.797161183772,326.006773032054,394.02549776057,306.9013588947,396.115921446958
Direct Suppression,342.542669113885,351.83293991696,431.347137009952,321.921854825319,445.132375025261,334.142010472329,363.029128743321,339.509229463885
Generalized Competitive Suppression,380.786174198828,278.107657061346,309.72845756688,425.305015141386,234.054724193891,293.911771144495,328.093436023847,405.792218153463
Generalized Direct Suppression,298.394145857879,199.243211904596,357.69291843866,340.124608465695,321.545231426156,180.39558940573,310.088736847587,323.320712353055
ROE Competitive Suppression,292.556282623207,297.846898174963,322.736985677545,342.783940696102,319.259454177913,329.178372068089,274.184023007658,309.848301088896
ROE Direct Suppression,312.144462425613,336.923976393899,383.143939919551,340.058522623801,421.948316426517,346.58915772462,330.6882618606,324.460920041552
OML,307.517051061465,334.996071348578,371.153022415305,333.935315125662,388.514663196108,350.954429312506,318.807891246811,322.426862591135
GML,294.163232800492,179.279518916315,338.145680296725,344.071455274653,312.460479183864,194.256389825422,298.144236651287,316.528939888172
Competitive Suppression,382.093185243166,387.4090235777,325.315711736295,420.640641613766,335.813141634733,406.902629620096,337.434995127941,406.866636105417
Direct Suppression,387.123479779836,405.846510467554,458.482349241677,365.36430468025,484.989932462722,392.172396958926,410.516708228007,373.866327985638
Generalized Competitive Suppression,400.040383225504,345.906160761058,344.150279797627,436.15567682597,294.285109837344,356.250914891863,356.837453503968,423.519058984427
Generalized Direct Suppression,323.59547558811,165.372539987391,358.948632382461,363.469912757026,289.14580999731,147.320694894854,328.157711558157,347.652124684361
ROE Competitive Suppression,305.011237379459,305.553931261026,314.5078637753,345.564852059742,349.619772521003,322.72316141674,271.83372740121,322.096228043662
ROE Direct Suppression,328.793526423364,360.179949247668,392.266066962351,358.055729156348,423.432639285665,363.089441608463,350.11839673666,344.516771048153
OML,288.475689968184,288.214021605822,386.249999849175,313.623678021115,401.255183176787,306.514476932589,307.839823147033,296.683396812518
GML,313.794463183481,177.994897305456,332.663978064382,361.791621332085,275.951511705013,194.428780621098,303.318401593622,338.752474555515
Competitive Suppression,366.129252353927,373.563901691607,286.230716160894,408.475596471944,301.59196543267,396.184998098373,306.634895449206,388.52393443931
Direct Suppression,329.049571493105,341.204998412286,409.458357887774,302.28901895907,431.242717537842,325.96773106859,344.310998511676,320.231711999818
Generalized Competitive Suppression,384.167577495815,313.599839587293,312.985268154014,424.340594924561,252.467105517486,328.984489922926,318.755656437826,406.720959261425
Generalized Direct Suppression,306.292495496929,212.829612453879,355.042379766997,340.930584603056,330.735153098824,178.590849447227,313.535589507523,330.257064353572
ROE Competitive Suppression,282.172032371111,295.649342918474,308.189123483897,337.162540311777,341.998766148581,313.936237882978,258.634472757025,306.50878367001
ROE Direct Suppression,315.116038306726,341.254745957212,355.612256905473,354.301683707475,371.408787485779,363.148769409139,323.019983937637,337.911387626382
OML,321.443533828925,349.958328329914,407.167207503178,328.79354122749,435.639088018518,345.978289479407,346.367683285401,326.902463284561
GML,310.724241989037,177.033382246632,336.482049435611,358.033049404704,297.88547714718,183.955408169029,302.578568852776,336.93707218274
Competitive Suppression,379.792986685744,391.597802586618,325.166863433001,414.531646127958,330.56847522848,408.80143345114,330.567947561831,399.069531315266
Direct Suppression,373.229476395968,404.932727955955,457.130774561596,353.792703712836,493.408836480438,391.711664165555,400.087763337171,367.19029774707
Generalized Competitive Suppression,399.721189606387,285.93759296271,335.379423931783,436.606575255743,232.043492289759,296.900913494501,352.812410602506,419.636996309585
Generalized Direct Suppression,313.550991779755,164.240715195692,345.5813209079,353.18636551597,309.372734249465,127.116104581,314.482237009729,338.958646734604
ROE Competitive Suppression,292.633614548428,317.336800792128,321.90073661756,347.143801580048,344.57861039302,338.169795563499,271.860031209788,318.17094479433
ROE Direct Suppression,307.383337583449,319.316994275694,379.185665638783,330.748630726632,405.335301763568,328.244070068186,314.927494631636,317.053063051616
OML,292.595961886104,310.265303855281,348.146427071687,323.655528290821,371.363746839171,332.286071912544,286.887960344275,303.002935599765
GML,313.236149063175,161.085734721994,328.190252439941,366.504153765048,278.59286504777,196.70323936747,302.104568916661,338.806941593039
Competitive Suppression,392.000088945334,408.085237073488,320.932156444985,427.734988984881,334.344418462044,432.233928060439,339.526197787527,414.993147437891
Direct Suppression,361.782017008677,391.525657438944,424.218554882498,347.532196041475,455.93339244357,378.132807469313,376.926596234068,365.641000168988
Generalized Competitive Suppression,409.028844935146,346.21250905737,328.365157609019,443.862220521505,273.899868535375,358.656298347644,337.596621699937,433.123699840024
Generalized Direct Suppression,300.559050651005,179.332006849556,341.124278367139,343.717657680624,297.559239233548,153.535324110097,303.157757971122,323.917345375702
ROE Competitive Suppression,314.307158704972,330.24687533874,304.610509495394,356.041609229576,320.202536332043,351.294006308638,266.264090115308,335.810033383247
ROE Direct Suppression,308.363527981919,339.07177843909,388.665843886767,332.950754130846,420.168685700039,347.72887468813,324.14552266896,329.708962654089
OML,308.958605220866,330.934521614154,403.97773361054,323.865989117605,428.119953709045,333.801068825311,335.833022659782,328.994288552673
GML,317.835022349134,164.210970706849,331.330112323165,365.766958292308,275.626786313417,186.078401564308,307.434642817094,342.853679628993
Competitive Suppression,336.081565603489,348.244477862,275.959002871567,389.101137960458,297.752951800844,378.423006969786,289.401113888384,358.749045148797
Direct Suppression,391.52652395393,392.142130803061,446.638690098281,383.617819858632,463.912297438415,384.776932597667,414.668328239731,404.464522383927
Generalized Competitive Suppression,414.367953039443,316.29499715167,349.602991965716,450.09528325332,260.552758597482,330.268771268194,369.757497125559,439.670647659058
Generalized Direct Suppression,305.662714244036,169.0126057836,343.614198666956,348.699592578447,295.200383830757,160.014920903255,299.822840073877,330.213863847294
ROE Competitive Suppression,294.439574929142,317.06517346703,312.981659661532,334.926814972271,354.543243511196,328.736601183813,265.365158907073,312.96564963661
ROE Direct Suppression,314.076602051751,340.602643410318,384.837459112643,330.349381341045,409.93015212196,346.788580776811,331.800501906005,323.688309989393
OML,296.203994088778,306.681619701706,376.393096969471,323.418192839097,399.449758848862,330.669474439556,318.497318079071,301.568896336933
GML,333.297306654972,196.519239424754,343.510266384346,380.37727610191,306.541898456239,203.545768454992,319.956842130912,358.173096280868
Competitive Suppression,399.918903173511,416.362614756203,321.268201576413,434.230490034873,349.369212311332,427.968622755326,329.360170592437,422.855006529447
Direct Suppression,361.460529247489,385.411856615063,433.352801250993,360.385194061787,459.049874921965,385.002778072558,382.077799922446,373.085629957133
Generalized Competitive Suppression,396.242942276489,305.588028207636,322.148325788328,433.015443983791,266.935291192887,321.583249409773,338.459747997064,422.135045332211
Generalized Direct Suppression,317.611705150538,176.929369515201,359.948780168855,355.986010251322,311.706899520923,154.616282732594,322.226307322763,340.485900320142
ROE Competitive Suppression,269.07469342829,292.35410273312,301.780471545912,321.264923460149,332.913246830365,315.838292990548,251.825253784314,291.2383461639
ROE Direct Suppression,281.993542213271,305.200392393364,373.252929855655,310.958193147495,404.409364577598,314.651165799207,302.561054816575,300.066638047418
